,bookID,title,authors,average_rating,isbn13,num_pages,ratings_count,Genre
9979,32241,The Night Remembers,Kathleen Eagle,3.79,9780380784912,355,219,
9980,32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,9780345476999,355,26173,
9981,32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,9780345476982,401,45210,
9982,32256,Call After Midnight & Under The Knife,Tess Gerritsen,4.0,9780373771721,555,244,
9983,32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.14,9780553815023,419,31763,
9984,32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.18,9780345458940,432,34772,
9985,32259,The Apprentice (Rizzoli & Isles  #2),Tess Gerritsen,4.14,9780553817072,411,547,
9986,32260,Gravity,Tess Gerritsen,4.04,9780006513087,342,8024,
9987,32262,Life Support,Tess Gerritsen,3.99,9780671553043,400,10757,
9988,32263,The Surgeon (Rizzoli & Isles  #1),Tess Gerritsen,4.1,9780553817065,416,103747,
9989,32264,The Family That Couldn't Sleep: A Medical Mystery,D.T. Max,3.9,9781400062454,299,4386,
9990,32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins-Lalla Ward,3.97,9780465069903,172,5653,
9991,32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.17,9780345346292,271,14974,
9992,32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,9781593074067,216,1802,
9993,32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham-Dale Peterson,4.02,9780395877432,368,662,
9994,32286,A Mad People's History of Madness,Dale Peterson,4.57,9780822953319,384,7,
9995,32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,9780743202411,304,4769,
9996,32295,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,9780875526027,204,502,
9997,32298,Blame!  Vol. 7,Tsutomu Nihei,4.3,9781595328403,210,750,
9998,32300,The Berenstain Bears and the Blame Game,Stan Berenstain-Jan Berenstain,3.87,9780679887430,32,722,
9999,32302,Blame!  Vol. 8,Tsutomu Nihei,4.26,9781595328410,216,727,
10000,32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.93,9780415926300,320,4,
10001,32313,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.77,9780099493679,352,91,
10002,32317,Who's To Blame (Sweet Valley High  #66),Francine Pascal-Kate William,3.38,9780553285550,152,394,
10003,32323,Blame! #1,Tsutomu Nihei,4.1,9782723431026,245,19,
10004,32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great-大暮 維人,4.05,9780345492791,224,660,
10005,32329,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great-大暮 維人,4.1,9780345492807,224,587,
10006,32330,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great-大暮 維人,3.92,9780345492784,224,1833,
10007,32331,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great-大暮 維人,4.08,9780345492814,224,450,
10008,32338,Fire in the Minds of Men,James H. Billington,4.53,9780765804716,677,94,
10009,32349,Mutant Message Down Under,Marlo Morgan,3.79,9780060723514,224,10778,
10010,32350,Mutants & Masterminds: RPG,Steve Kenson-Ramón Pérez,3.8,9781932442526,253,302,
10011,32351,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,9780142004821,448,2968,
10012,32353,New Mutants Classic  Vol. 1,Chris Claremont-Bob McLeod,3.76,9780785121947,240,647,
10013,32358,James Dean: The Mutant King: A Biography,David Dalton,4.07,9781556523984,384,476,
10014,32370,Dry,Augusten Burroughs,4.02,9780312423797,293,75017,
10015,32373,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.3,9780936197449,332,759,
10016,32382,Der Vogel ist ein Rabe,Benjamin Lebert,3.07,9783462033366,140,103,
10017,32384,Crazy,Benjamin Lebert,2.92,9780141307411,175,7,
10018,32386,El Retrato De Dorian Gray,Oscar Wilde,4.07,9788495311788,251,41,
10019,32396,Henry IV  Part 1,William Shakespeare-Barbara A. Mowat-Paul Werstine,3.82,9780743485043,336,1519,
10020,32398,Henry IV  Part 2,William Shakespeare-Barbara A. Mowat-Paul Werstine,3.8,9780743485050,400,649,
10021,32400,Henry IV  part II,William Shakespeare,3.8,9780141016702,336,20,
10022,32401,King Henry IV  Part 2,William Shakespeare-Arthur Raleigh Humphreys,3.8,9781904271062,336,241,
10023,32408,Piccole donne,Louisa May Alcott-Jame's Prunier-Laura Cangemi,4.06,9788838461132,288,79,
10024,32410,I Henry IV,William Shakespeare-Gordon McMullan,3.82,9780393979312,432,89,
10025,32413,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello-Henry Reed,3.92,9780714541105,236,12,
10026,32414,Henry IV  Parts I & II,William Shakespeare-Ronald K. Levao,3.88,9780321182746,400,54,
10027,32417,Black Sunday,Thomas  Harris,3.6,9780451217417,311,6784,
10028,32418,Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.75,9780099297703,564,67365,
10029,32419,The Hannibal Lecter Trilogy,Thomas  Harris,4.42,9780434009053,1222,789,
10030,32420,Hannibal,Thomas  Harris-José Antonio Soriano,3.75,9788425399831,510,13,
10031,32421,Velocity,Dean Koontz,3.86,9780553588255,460,51746,
10032,32422,Hideaway,Dean Koontz,3.83,9780425203897,413,29475,
10033,32424,Lightning,Dean Koontz,4.07,9780425192030,384,47491,
10034,32426,Icebound,David Axton-Dean Koontz,3.76,9780553582901,408,16801,
10035,32427,The Servants of Twilight / Darkfall / Phantoms,Dean Koontz-Leigh Nichols,4.23,9780517064870,752,3202,
10036,32428,Shadow Fires,Leigh Nichols-Dean Koontz,3.78,9780425136980,528,9527,
10037,32430,The Bad Place,Dean R. Koontz,3.89,9780425195482,427,29473,
10038,32432,Fear Nothing (Moonlight Bay  #1),Dean Koontz,3.99,9780553579758,448,30848,
10039,32433,The Key to Midnight,Dean Koontz-Leigh Nichols,3.95,9780425147511,419,24159,
10040,32434,Mr. Murder,Dean Koontz,3.74,9780425210758,493,21700,
10041,32435,Phantoms,Dean Koontz,3.94,9780425181102,448,59938,
10042,32437,The Face,Dean Koontz,3.7,9780553584486,649,18321,
10043,32438,Shattered,Dean Koontz,3.9,9780425099339,289,19255,
10044,32439,Intensity,Dean Koontz,4.04,9780553582918,436,62698,
10045,32441,The Good Guy,Dean Koontz,3.82,9780553804812,386,28650,
10046,32443,The Eyes of Darkness,Leigh Nichols-Dean Koontz,3.86,9780425153970,366,14828,
10047,32446,The Door to December,Richard Paige-Dean Koontz,3.95,9780451205421,518,31774,
10048,32447,Chase,K.R. Dwyer-Dean Koontz-Thomas Hag,3.93,9783453108158,175,22,
10049,32453,The Servants of Twilight,Leigh Nichols-Dean Koontz,3.83,9780747236382,499,15372,
10050,32456,Darkfall,Dean Koontz,3.82,9780425214596,371,16608,
10051,32461,Ghosts and Grisly Things,Ramsey Campbell-Jack Dann-Dennis Etchison,3.72,9780312867577,300,191,
10052,32478,The Shakespeare Wars: Clashing Scholars  Public Fiascoes  Palace Coups,Ron Rosenbaum,3.91,9780375503399,601,376,
10053,32483,Shakespeare: The Biography,Peter Ackroyd,3.99,9781400075980,608,1487,
10054,32484,The Necessary Shakespeare,William Shakespeare,4.33,9780321272508,896,90,
10055,32487,Shakespeare After All,Marjorie Garber,4.37,9780385722148,1008,832,
10056,32490,The QPB Companion to The Lord of the Rings,Brandon Geist,3.31,9780965307888,104,72,
10057,32498,John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham-Michael Beck-Blair Brown-D.W. Moffett,4.5,9780739312643,0,467,
10058,32499,The Pelican Brief,John Grisham-Джон Гришэм,3.98,9780385339704,400,323142,
10059,32500,The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,4.34,9780316154970,794,1966,
10060,32501,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,4.11,9780316734950,405,34543,
10061,32502,Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #8),Michael Connelly,4.16,9780446607278,454,31890,
10062,32503,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.48,9780316614566,821,1952,
10063,32505,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.12,9780446699556,432,28571,
10064,32506,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.2,9780446690454,510,61662,
10065,32507,Chasing the Dime,Michael Connelly,3.96,9780446611626,448,26109,
10066,32508,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.1,9780446612739,482,119217,
10067,32509,Tales From Shakespeare,Charles Lamb-Mary Lamb-Arthur Rackham,3.94,9781853261404,278,111,
10068,32510,Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83,9780425213100,214,13645,
10069,32511,Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,3.94,9780393050578,430,410,
10070,32512,The Complete Works of Shakespeare,William Shakespeare-David Bevington,4.49,9780321093332,2016,441,
10071,32514,Sonnets,William Shakespeare-Barbara A. Mowat-Paul Werstine,4.25,9780671722876,391,670,
10072,32516,Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,3.87,9780425196991,194,11989,
10073,32517,Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan-Tim Turner-Patrick O'Connell,3.99,9780375509179,288,108,
10074,32520,Sonnets,William Shakespeare-Stephen  Booth,4.25,9780300085068,583,103,
10075,32521,Assassinating Shakespeare: Confessions of a Bard in the Bush,Thomas Goltz,3.36,9780863567186,256,22,
10076,32522,The Art of Shakespeare's Sonnets,Helen Vendler,4.3,9780674637122,692,575,
10077,32523,Hide (Detective D.D. Warren  #2),Lisa Gardner,4.15,9780553804324,313,25636,
10078,32527,Alone (Detective D.D. Warren  #1),Lisa Gardner,3.97,9780553584530,451,41823,
10079,32529,The Next Accident (Quincy & Rainie  #3),Lisa Gardner,4.17,9780752848266,389,12914,
10080,32530,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,4.16,9780553578683,384,23807,
10081,32532,On Becoming a Novelist,John Gardner-Raymond Carver,4.11,9780393320039,150,2241,
10082,32533,The Art of Fiction: Notes on Craft for Young Writers,John Gardner,4.0,9780679734031,224,4877,
10083,32534,October Light,John Gardner-Tom Bissell,3.88,9780811216371,399,823,
10084,32540,Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon-Lawrence M. Lasher,4.0,9780878054893,156,0,
10085,32543,A Time to Kill (Star Trek: A Time to... #7),David Mack,3.97,9780743491778,338,602,
10086,32548,A Time to Kill,John Grisham,4.06,9780099134015,515,700,
10087,32552,Essential Tales and Poems,Edgar Allan Poe-Benjamin F. Fisher,4.36,9781593080648,688,65137,
10088,32558,Poetry  Tales and Selected Essays,Edgar Allan Poe-Gary Richard Thompson-G.R. Thompson-Patrick F. Quinn,4.46,9781883011383,1520,162,
10089,32560,The Complete Stories,Franz Kafka-Nahum N. Glatzer-John Updike,4.35,9780805208733,488,166,
10090,32561,The Sons,Franz Kafka-Edwin Muir-Willa Muir-Eithne Wilkins-Ernst Kaiser-Mark Anderson-Arthur S. Wensinger,3.95,9780805208863,167,505,
10091,32572,The Metamorphosis and Other Stories,Franz Kafka-Donna Freed-Jason Baker,4.03,9781593081805,191,134,
10092,32573,Metamorphosis (#11),Jack McKinney,3.62,9780345341440,200,491,
10093,32574,The Metamorphosis And Other Stories,Franz Kafka-Joachim Neugroschel,4.03,9780684194264,227,58,
10094,32576,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,3.72,9780671684020,371,1350,
10095,32578,Lolita,Richard Corliss,3.92,9780851703688,96,450,
10096,32579,Lolita: The Screenplay,Vladimir Nabokov,3.89,9780679772552,240,268,
10097,32581,Lolita,Vladimir Nabokov-Martin Amis,3.89,9780679410430,335,1881,
10098,32584,Mysteries,Knut Hamsun-Sverre Lyngstad,4.1,9780141186184,313,265,
10099,32585,Hunger,Knut Hamsun-George Egerton,4.06,9780486431680,134,26016,
10100,32588,Victoria,Knut Hamsun-Oliver Stallybrass,3.74,9781557131775,155,45,
10101,32589,The Wanderer,Knut Hamsun-Oliver Stallybrass-Gunnvor Stallybrass,3.96,9780285647879,164,672,
10102,32590,Pan,Knut Hamsun-Sverre Lyngstad,3.9,9780141180670,181,5457,
10103,32591,The Last Joy,Knut Hamsun-Sverre Lyngstad,3.8,9781931243193,250,126,
10104,32592,In Wonderland,Knut Hamsun-Sverre Lyngstad,3.59,9780970312556,185,86,
10105,32609,Guilty as Charged,Scott Turow-Sarah Shankman-Jay Brandon-Jeremiah Healy-Ed Gorman-John Jakes-Maynard F. Thomson-Lia Matera-Susan Dunlap-Bill Pronzini-John Lutz-Andrew Klavan-Marcia Muller-Stuart M. Kaminsky-Carolyn Wheat-Stan Washburn-Valerie Frankel,3.76,9780671519162,10,147,
10106,32610,On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking-Isaac Newton-Nicolaus Copernicus-Albert Einstein-Johannes Kepler-Galileo Galilei,4.2,9780762427321,256,4014,
10107,32619,Presumed Innocent / The Burden Of Proof (Kindle County  #1  #2),Scott Turow,3.92,9780747516545,912,53,
10108,32625,Visions of Heaven and Hell,Clive Barker,4.32,9780847827374,352,656,
10109,32626,Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,4.17,9780425165584,507,22083,
10110,32627,Everville (Book of the Art #2),Clive Barker,4.03,9780060933159,697,8669,
10111,32628,The Great and Secret Show (Book of the Art #1),Clive Barker,4.05,9780060933166,658,25455,
10112,32636,Abarat: Days of Magic  Nights of War,Clive Barker,4.21,9780060596385,569,11634,
10113,32637,Imajica: The Reconciliation,Clive Barker,4.42,9780061094156,544,2538,
10114,32638,The Thief of Always,Clive Barker,4.19,9780060177249,225,22123,
10115,32639,Sacrament,Clive Barker,3.74,9780006482642,594,3822,
10116,32640,The Inhuman Condition (Books of Blood  #4),Clive Barker,3.97,9780743417341,180,6129,
10117,32644,Das Gesetz Der Väter (Kindle County  #4),Scott Turow,3.75,9783442440870,731,1,
10118,32649,Notebook of a Return to the Native Land,Aimé Césaire-Annette Smith-Clayton Eshleman,4.08,9780819564528,66,867,
10119,32650,The Return of the Native,Thomas Hardy-Alexander Theroux,3.85,9780375757181,448,28843,
10120,32656,The Return of the Native,Thomas Hardy-Phillip Mallett,3.85,9780393927870,552,42,
10121,32660,La Loi De Nos Pères (Kindle County  #4),Scott Turow,3.75,9782253171171,668,1,
10122,32664,The Stephen King Collection: Stories from Night Shift,Stephen King-John  Glover,3.99,9780553527407,9,659,
10123,32667,Blood and Smoke,Stephen King,3.92,9780671046170,4,6054,
10124,32668,LT's Theory of Pets,Stephen King,3.69,9780743520058,1,2617,
10125,32669,Clear and Present Danger (Jack Ryan Universe  #6),Tom Clancy,4.1,9780425144374,688,116535,
10126,32679,Carretera maldita,Richard Bachman-Stephen King-Joseph M. Apfelbäume,3.58,9788401474729,362,279,
10127,32680,Silver Bullet,Stephen King-Bernie Wrightson,3.64,9780451821287,255,3532,
10128,32682,Patriot Games (Jack Ryan  #1; Jack Ryan Universe  #2),Tom Clancy,4.13,9780425134351,503,164306,
10129,32686,Legends,Robert Silverberg-Stephen King-Robert Jordan-Terry Goodkind-Anne McCaffrey-Orson Scott Card-Tad Williams-George R.R. Martin-Raymond E. Feist-Terry Pratchett-Ursula K. Le Guin,3.92,9780765300355,717,333,
10130,32689,Bare Bones: Conversations on Terror with Stephen King,Tim Underwood-Chuck Miller-Stephen King,4.16,9780446390576,224,3050,
10131,32691,Four Past Midnight,Stephen King,3.92,9780451213594,768,1424,
10132,32692,Gerald's Game,Stephen King,3.5,9780831727529,332,110879,
10133,32694,Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart O'Nan-Stephen King,3.82,9780743267533,464,4169,
10134,32695,El talismán,Stephen King-Peter Straub-Pilar Giralt Gorina,4.13,9788408042433,375,11,
10135,32696,El umbral de la noche,Stephen King-Gregorio Vlastelica-Eduardo Goligorsky,3.99,9788497594295,417,68,
10136,32702,Rabia,Richard Bachman-Stephen King-Hernán Sabaté Vargas,3.79,9788427011502,203,75,
10137,32703,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon-Steven Rimbauer-Ridley Pearson,3.67,9780786890439,277,7706,
10138,32709,Now and on Earth,Jim Thompson-Stephen King,3.71,9780679740131,320,338,
10139,32714,The Monkey,Stephen King-David Purdham,3.78,9780394299037,2,699,
10140,32715,Desperation / The Regulators: Box Set,Stephen King-Richard Bachman,4.06,9780670776054,1075,3096,
10141,32720,Ojos de fuego,Stephen King-Eduardo Goligorsky,3.87,9780609810873,528,312,
10142,32736,Tevye the Dairyman and the Railroad Stories,Sholom Aleichem-Hillel Halkin,4.16,9780805210699,309,945,
10143,32737,Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem-Frances Butwin,4.15,9781929068036,302,138,
10144,32741,Favorite Tales of Sholom Aleichem,Sholom Aleichem-Ben Shahn-Frances Butwin-Julius Butwin,4.23,9780517412947,692,62,
10145,32750,Brown Girl  Brownstones,Paule Marshall-Mary Helen Washington-Edwidge Danticat,4.06,9781558614987,324,2363,
10146,32760,V.,Thomas Pynchon,3.96,9783499137303,544,45,
10147,32765,Gimpel the Fool: And Other Stories,Isaac Bashevis Singer-Saul Bellow,4.16,9780374500528,205,36,
10148,32767,At the Mountains of Madness,H.P. Lovecraft-China Miéville-S.T. Joshi,3.89,9780812974416,224,22322,
10149,32768,At the Mountains of Madness and Other Novels,H.P. Lovecraft-James Turner-S.T. Joshi-August Derleth,4.45,9780870540387,458,464,
10150,32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,4.25,9780345329455,184,20969,
10151,32773,Mountain Madness (Wilderness  #24),David   Robbins-David Thompson,4.48,9780843943993,170,21,
10152,32774,At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft-August Derleth-E. Hoffmann Price,4.45,9780007127771,552,27,
10153,32776,Tales of the Cthulhu Mythos,H.P. Lovecraft,4.2,9780345246882,241,20,
10154,32778,The Aeneid,Virgil-Robert Fitzgerald,3.83,9780679413356,483,176,
10155,32779,The Aeneid (Verse Translation),Virgil-Rolfe Humphries,3.83,9780024277800,368,19,
10156,32780,The Iliad,Homer-Andrew Lang,3.85,9781904633389,542,62,
10157,32781,War and the Iliad,Simone Weil-Rachel Bespaloff-Christopher E.G. Benfey-Mary McCarthy,4.04,9781590171455,121,497,
10158,32782,The Iliad,Homer-Victor G. Ambrus-Nick McCarty,3.85,9780753453216,95,8,
10159,32788,The Iliad,Homer-George Guidall,3.85,9780760734759,0,15,
10160,32807,Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,3.93,9780425199329,463,14788,
10161,32810,The Divine Comedy II: Purgatory,Dante Alighieri-Dorothy L. Sayers-C.W. Scott-Giles,4.02,9780140440461,388,341,
10162,32811,The Divine Comedy,Dante Alighieri-C.H. Sisson-David H. Higgins,4.07,9780192835024,735,173,
10163,32812,Paradiso (The Divine Comedy  #3),Dante Alighieri-Dorothy L. Sayers-Barbara Reynolds,3.95,9780140441055,400,11130,
10164,32813,Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,4.53,9780764804946,256,29,
10165,32814,The Canterbury Tales,Geoffrey Chaucer-Nevill Coghill,3.49,9780140440225,489,1024,
10166,32816,The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer-V.A. Kolve-Glending Olson,3.95,9780393925876,600,1063,
10167,32823,Fanning the Flame: Bible  Cross  and Mission,Chris    Green-Chris Wright-Paul Douglas Gardner,5.0,9780310249870,336,1,
10168,32827,From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,3.78,9781598184549,136,16621,
10169,32828,The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley-Eric Brown-Keith Brooke-Johan Heliot-Kevin J. Anderson-Sarah A. Hoyt-Justina Robson-Adam Roberts-Paul Di Filippo-Tim Lebbon-Molly Brown-Tony Ballantyne-Stephen Baxter-Richard A. Lupoff-Sharan Newman-Michael Pagel-Liz Williams-Brian Stableford-James Lovegrove-Ian Watson-Peter Criwther-Laurent Genefirt-F. Gwynplaine MacIntyre-Michael Mallory,3.68,9780786714957,498,29,
10170,32829,Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,3.85,9780553213973,240,101764,
10171,32830,20 000 Leagues Under The Sea,Pauline Francis-Jules Verne,3.76,9780237526887,48,543,
10172,32831,The Mysterious Island (Extraordinary Voyages  #12),Jules Verne-Caleb Carr-Jordan Stump,4.1,9780812972122,723,28969,
10173,32832,The Lighthouse at the End of the World,Jules Verne,3.63,9781589630949,260,1691,
10174,32833,The World of Jules Verne,Gonzague Saint Bris-Arthur C. Clarke-Stéphane Heuet-Helen Marx-Saint-Bris Gonzague,3.5,9781885586421,85,4,
10175,32835,The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne-Agnes D. Kingston,3.62,9781410103277,276,186,
10176,32836,Around the World in Eighty Days,Jules Verne-Herbert R. Lottman-Jacqueline Rogers,3.92,9780451529770,236,148,
10177,32843,Around the World in Eighty Days,Jules Verne-George M. Towle-Bruce Sterling,3.92,9780812968569,195,761,
10178,32844,The Mysterious Island,Jules Verne-Jordan Stump-Caleb Carr,4.1,9780812966428,630,108,
10179,32849,Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,3.98,9781410102157,300,1909,
10180,32854,Final Payments,Mary Gordon,3.69,9780307276780,304,530,
10181,32872,Sliver of Truth (Ridley Jones #2),Lisa Unger,3.68,9780307338464,308,2865,
10182,32880,The Mothman Prophecies,John A. Keel,3.54,9780340824467,352,104,
10183,32884,Intimate Communion: Awakening Your Sexual Essence,David Deida-Lorrie Bortner,4.03,9781558743748,270,251,
10184,32893,Letter to a Man in the Fire: Does God Exist and Does He Care?,Reynolds Price,3.68,9780684856278,112,108,
10185,32899,The Promise of Rest,Reynolds Price-Mary Bess Engel,3.99,9780684825106,368,251,
10186,32900,Perfect Match,Jodi Picoult,3.94,9780743418720,368,206,
10187,32904,Tess of the D'Urbervilles,Thomas Hardy,3.79,9781853268380,346,197,
10188,32905,Tess Of The D'urbervilles A Pure Woman,Thomas Hardy,3.79,9780861782321,263,10,
10189,32913,Demon Box,Ken Kesey,3.57,9780140085303,400,1394,
10190,32915,Sailor Song,Ken Kesey,3.57,9780140139976,533,1956,
10191,32916,On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,Paul Perry-Ken Babbs,3.86,9781560251149,205,193,
10192,32919,The Further Inquiry,Ken Kesey-Ron Bevirt,3.63,9780670831746,215,218,
10193,32929,Goodnight Moon,Margaret Wise Brown-Clement Hurd,4.27,9780060775858,32,264013,
10194,32936,Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown-Clement Hurd,3.59,9780061125935,32,189,
10195,32939,New Rules: Polite Musings from a Timid Observer,Bill Maher,3.71,9781594862953,304,4964,
10196,32941,True Story,Bill Maher,3.1,9780743291354,304,184,
10197,32942,Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher,3.49,9780345412812,288,181,
10198,32946,The Outsiders,S.E. Hinton,4.08,9780141314570,218,2559,
10199,32947,Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka-Julia Chinyere Oparah,4.16,9780896087644,300,187,
10200,32950,Outsiders  Vol. 5: The Good Fight,Judd Winick-Matthew Clark-Art Thibert-Pop Mhan-Ron Randall,3.44,9781401211950,192,120,
10201,32951,Sister Outsider: Essays and Speeches,Audre Lorde,4.48,9780895941411,190,11007,
10202,32957,Caramelo,Sandra Cisneros,3.89,9780679742586,441,9001,
10203,32961,The House on Mango Street,Sandra Cisneros,3.62,9780739322796,2,105,
10204,32964,Selections from Homer’s Iliad,Homer-Allen Rogers Benner-Mark W. Edwards,4.39,9780806133638,522,64,
10205,32966,The Merchant of Venice,William Shakespeare,3.8,9780141013954,240,135,
10206,32971,Fahrenheit 451,Ray Bradbury,3.98,9780965020596,190,185,
10207,32972,Fahrenheit 451,Ray Bradbury,3.98,9780345023025,147,208,
10208,32973,Fahrenheit 451,Ray Bradbury-Francisco Abelenda,3.98,9789505470013,263,173,
10209,32974,Nancy Drew: #1-6 [Box Set],Carolyn Keene,4.25,9780448416731,0,2579,
10210,32975,Nancy Drew: Girl Detective: #1-4,Carolyn Keene,4.01,9780689036910,640,2083,
10211,32977,Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8),Carolyn Keene-Walter Karig,3.86,9781557091628,210,7986,
10212,32978,The Clue in the Diary (Nancy Drew Mystery Stories  #7),Carolyn Keene-Margaret Maron-Russell H. Tandy-Mildred Benson,3.95,9781557091611,202,10545,
10213,32979,The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene-Russell H. Tandy-Sara Paretsky,3.99,9781557091550,210,50875,
10214,32980,The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),Carolyn Keene-Russell H. Tandy-Mildred Benson,3.88,9781557092649,215,4787,
10215,32981,The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17),Carolyn Keene-Mildred Benson,3.89,9781557092632,228,4125,
10216,32982,The Haunted Bridge (Nancy Drew Mystery Stories  #15),Carolyn Keene-Mildred Benson,3.92,9780448095158,180,7364,
10217,32986,The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,4.07,9781851682348,416,391,
10218,32987,The Greatest Generation,Tom Brokaw,4.0,9780812975291,464,13892,
10219,32994,Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,4.16,9780712678865,336,2787,
10220,32999,El fin de semana de siete días. No dejes que tu trabajo se adueñe de tu vida,Ricardo Semler,4.07,9788484531562,200,1,
10221,33001,Weekend Warriors (Sisterhood  #1),Fern Michaels,4.05,9780821775899,304,6552,
10222,33002,The Weekend Novelist,Robert J. Ray-Bret Norris,3.67,9780823084500,266,356,
10223,33008,North Carolina Weekends,Lynn Setzer,3.71,9780895872739,353,7,
10224,33013,Far from the Madding Crowd,Thomas Hardy-Margaret Drabble,3.94,9780375757976,465,321,
10225,33015,Selected Poems,Thomas Hardy-Robert Mezey,3.96,9780140436990,320,1480,
10226,33017,Selected Poetry,Thomas Hardy-Samuel Hynes,3.96,9780192834911,304,7,
10227,33024,Underworld (Underworld  #1),Greg Cox-Danny McBride-Len Wiseman-Kevin Grevioux,4.09,9780743480710,384,1988,
10228,33025,Underworld: The Mysterious Origins of Civilization,Graham Hancock,3.94,9781400049516,784,1044,
10229,33026,The Dream and the Underworld,James Hillman,4.23,9780060906825,256,709,
10230,33028,Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,3.96,9780439681360,160,799,
10231,33029,Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy-Carlos Meglia,3.36,9781569716182,120,73,
10232,33030,Underworld: Blood Enemy (Underworld  #2),Greg Cox-Len Wiseman-Kevin Grevioux,3.9,9780743480727,310,531,
10233,33032,Queen of the Underworld,Gail Godwin,2.89,9780345483195,368,529,
10234,33046,Ve  perro ¡Ve!,P.D. Eastman-Adolfo Pérez Perdomo,4.09,9780375823619,24,29,
10235,33051,Cathedral: The Story Of Its Construction,David Macaulay,4.26,9780440840916,78,6,
10236,33052,Murder in the Cathedral,T.S. Eliot,3.76,9780156632775,148,6500,
